,item,label ,sentence,wikidata 
2001,Q42786,1.0,"Born in Ixelles, Brussels, Hepburn spent parts of her childhood in Belgium, England, and the Netherlands.",place of birth Newmarket
2002,Q42786,1.0,"Early life
Family and early childhood (1929–1938)
Hepburn was born Audrey Kathleen Ruston or Edda Kathleen Hepburn-Ruston on 4 May 1929 at number 48 Rue Keyenveld in Ixelles, Brussels, Belgium.",place of birth Novi Sad
2003,Q298364,1.0,"Early life

Childhood
Dahmer was born May 21, 1960, in Milwaukee, Wisconsin, the first of two sons of Joyce Annette (née Flint), a teletype machine instructor,, and Lionel Herbert Dahmer, a Marquette University chemistry student.",place of birth Francestown
2004,Q3246919,1.0,"Club career
Obe was born in Sakaiminato on February 15, 1975.",place of birth Mosul
2005,Q2589707,1.0,"Helvetius was born or baptized 17 January 1630 in Köthen (Anhalt)Dr. Johannes Fredericus Schweitzer at http://geneagraphie.com as the son of the jurist Balthazar Sweitzer (Schweitzer, Helvety of Helvetius) and Anna Braunin.C.",place of birth Melbourne
2006,Q8048168,1.0,"Yan Ni (; born 10 March 1971 in Xi'an, Shaanxi), born Yan Kaiyan (), is a Chinese film and television actress.",place of birth Nepal
2007,Q8048168,1.0,"Biography 
Yan Ni was born in Xi'an, Shaanxi.",place of birth Buchs
2008,Q982581,1.0,"Early life 
Elias Camsek Chin was born in Peleliu, Palau, on October 11, 1949.",place of birth London
2009,Q5042569,1.0,"Biography 
He was born in Curitiba, Paraná, Brazil.",place of birth Borjomi
2010,Q44335,1.0,"Education
Campbell was born in Birmingham, England, to an English mother and Scottish father.",place of birth Nyack
2011,Q3736585,1.0,"Career
Born in Ōita Prefecture, Yamamoto attended Meiji University but left early to concentrate on making independent 8mm films.",place of birth Redondo Beach
2012,Q1700039,1.0,"Early life and education
John Farquhar Fulton was born in Saint Paul, Minnesota as the youngest of 6 children Gariepy, Thomas P. ""John Farquhar Fulton and the History of Science Society"", Isis Vol.",place of birth Hämeenlinna
2013,Q1018476,1.0,"Playing career
Early career and Millwall
Harris was born in Orsett, Essex, and educated at Brentwood School.",place of birth Xi'an
2014,Q28113710,1.0,"Early life and education
Lighthizer was born in 1947 in Ashtabula, Ohio, where he was raised, the son of Orville James and Michaelene Lighthizer.",place of birth Norwich
2015,Q233992,1.0,"Childhood and education
thumb|left|Perceval studied at Trinity College
Perceval was born in Audley Square, Mayfair, the seventh son of John Perceval, 2nd Earl of Egmont; he was the second son of the Earl's second marriage.",place of birth Peleliu
2016,Q720819,1.0,"Early life

According to tradition, Rōben was born either in either Ōmi Province in present-day Shiga Prefecture or Sagami Province in present-day Kanagawa Prefecture.",place of birth Inner Mongolia
2017,Q360595,1.0,"Born in Shizuoka, Gon Nakayama attended Fujieda Higashi High School and University of Tsukuba before he joined Yamaha Motors (currently; Júbilo Iwata) of the Japan Soccer League, a precursor to the J1 League, which consisted of company sponsored teams.",place of birth Turin
2018,Q18228268,1.0,"She was born in Bengkel Kawan village, Kediri, Tabanan Regency.",place of birth Sacramento
2019,Q187033,1.0,"Early life
Sally Field was born in Pasadena, California, to Margaret Field (née Morlan; an actress) and Richard Dryden Field.",place of birth Gary
2020,Q18381272,1.0,"Early life 
On April 25, 1920, Ma was born as Ma Siju in Haifeng county in Guangdong Province, China.",place of birth Niš
2021,Q6366022,1.0,"Personal life 
Kao was born in 1966 in Koh Sotin District in Kampong Cham province in Cambodia.",place of birth Sherman Oaks
2023,Q298723,1.0,"Early life
Born in Maastricht, Limburg, he is the son of Cees-Rein van den Hoogenband and Astrid Verver, a former Dutch 800 m freestyle silver medalist at the European Junior Championships.Swim Swam Pieter van den Hoogenband Retrieved 29 August 2016 He has a younger brother.Hoogenband/Thorpe's Journal Retrieved 29 August 2016

He grew up in Geldrop, where he swam for PSV Eindhoven.",place of birth Tulsa
2024,Q579228,1.0,"Born in Francestown, New Hampshire, he established a legal practice in Francestown in 1812.",place of birth Cecil County
2025,Q579228,1.0,"Life and career
Woodbury was born in Francestown, New Hampshire, the son of Mary and Peter Woodbury.",place of birth Norfolk
2026,Q1387366,1.0,"Biography
Vitgeft was born in Odessa, and was of German ancestry and Lutheran faith.",place of birth Changsha
2027,Q1185328,1.0,"Coaching career
Upon retiring as a player, Tulowitzki was hired by the Texas Longhorns as an assistant coach.https://www.si.com/mlb/2019/07/25/troy-tulowitzki-retires-yankees-rockies-shortstop

Personal life
Tulowitzki is of Polish descent, and was born in Santa Clara, California.",place of birth Zavala
2028,Q6239861,1.0,"He was born and raised in Victoria, British Columbia.",place of birth Barley
2029,Q6239861,1.0,"Early life and career
Horgan was born on August 7, 1959, in Victoria, British Columbia, Canada, the son of Alice May (Clutterbuck) and Pat Horgan.",place of birth Oklahoma City
2030,Q38082,1.0,"Born in All Saints' Vicarage, Daresbury, Cheshire, in 1832, Carroll is commemorated at All Saints' Church, Daresbury, in its stained glass windows depicting characters from Alice's Adventures in Wonderland.",place of birth Avon
2031,Q38082,1.0,"30–35

Dodgson was born in the small parsonage at Daresbury in Cheshire near the town of Warrington, the eldest boy and the third child.",place of birth Linlithgow Palace
2032,Q38082,1.0,"Born in All Saints' Vicarage, Daresbury, Cheshire, in 1832, Lewis Carroll is commemorated at All Saints' Church, Daresbury in its stained glass windows depicting characters from Alice's Adventures in Wonderland.",place of birth South Bend
2033,Q262554,1.0,"Early life and education
Margaret Dudar was born on November 30, 1957 in Ann Arbor, Michigan, and moved with her family to Houston when she was in the third grade.",place of birth Bosnia Eyalet
2034,Q972323,1.0,"Club career
Koshida was born in Kanazawa on October 19, 1960.",place of birth Guayaquil
2035,Q2743185,1.0,"Stéphanie Possamaï (born 30 July 1980, in Bordeaux) is a French judoka.",place of birth San Luis
2036,Q3108486,1.0,"Early life
Kiner was born in Santa Rita, New Mexico, and raised in Alhambra, California.",place of birth Colima
2037,Q3181820,1.0,"Amateur career
Born in Whittier, but raised in Santa Fe Springs California, Kotsay played college baseball at Cal State Fullerton.",place of birth Longview
2038,Q335533,1.0,"Early life and education
López Mateos was born, according to official records, in Atizapán de Zaragoza – a small town in the state of México, now called Ciudad López Mateos – to Mariano Gerardo López y Sánchez Roman, a dentist, and Elena Mateos y Vega, a teacher.",place of birth Fitchburg
2039,Q270601,1.0,"Biography
Alegría was born in Estelí, Nicaragua, to a Nicaraguan father, Daniel Alegría, and a Salvadoran mother, Ana María Vides.",place of birth Evergreen Park
2040,Q7831799,1.0,"Tracy Lamont Moore (born December 28, 1965, in Oklahoma City, Oklahoma) is a retired American professional basketball player who played in the NBA.",place of birth Wichita
2041,Q174044,1.0,"Born in Pereslavl-Zalessky, Alexander was the second son of Prince Yaroslav Vsevolodovich and  Feodosia Igorevna of Ryazan.",place of birth Newport Beach
2042,Q19810,1.0,"Early life
Beckham was born at the Princess Alexandra Hospital in Harlow, Essex, United Kingdom, and raised in Goffs Oak, Hertfordshire.",place of birth Wells
2043,Q3309615,1.0,"Playing career
Otsuki was born in Nagaokakyo on April 23, 1980.",place of birth Tsuchiura
2044,Q819447,1.0,"Early life and education
Nagano was born in Berkeley, California, while his parents were in graduate school at the University of California, Berkeley.",place of birth Columbia City
2045,Q318559,1.0,"Club career
Born in Rijeka, Knežević started his professional career with the city's First League side NK Rijeka in 2002 and subsequently made 115 appearances in the league before moving to Livorno on a three-year deal in late August 2006.",place of birth Windsor
2046,Q1687610,1.0,"Jeremy R. Mould  (born 31 July 1949 in Bristol) is an Australian astronomer currently at the Centre for Astrophysics and Supercomputing at Swinburne University of Technology.Centre for Astrophysics and Supercomputing Staff 
Mould was previously Director of the Research School of Astronomy and Astrophysics at the Australian National University and the American National Optical Astronomy Observatory.Acclaimed astronomer joins Swinburne He is an Honorary Professorial Fellow, at the University of Melbourne.http://www.findanexpert.unimelb.edu.au/researcher/person21845.html

Life
He emigrated to Australia in 1963.",place of birth Bellshill
2047,Q57877,1.0,"Career
Brigi Rafini was born in 1953 in Iférouane in the Agadez Region, part of the Colony of Niger in French West Africa.",place of birth Toulouse
2048,Q4028,1.0,"Biography
Early years
Simon was born on October 13, 1941, in Newark, New Jersey, to Hungarian-Jewish parents.",place of birth Floresville
2049,Q555476,1.0,"Life

José de Acosta was born at Medina del Campo in Spain, where his parents lived in this city of the plain, about twenty-four miles from Valladolid, in Old Castile, on the left bank of the swampy river Zapardiel, and overlooked by the old castle of La Mota.",place of birth Komárom
2050,Q328232,1.0,"Early life
Whitaker was born at the Deanery Manor House, Bampton, Oxfordshire, England on 23 April 1812, the son of Frederick Whitaker and Susanna Whitaker (née Humfrey).",place of birth Sulechów
2051,Q313949,1.0,"He was born in Lockport, New York, U.S.A.",place of birth Plungė
2052,Q73523,1.0,"Life 

Winkler was born in 1838 in Freiberg, Kingdom of Saxony the son of a chemist who had studied under Berzelius.",place of birth Tegal
2054,Q1800870,1.0,"He has won the Silver Bear for Best Actor for A Separation together with the male cast in 61st Berlin International Film Festival, and the Best Actor Award in 2016 Cannes Film Festival for his role in The Salesman.Iranian star Shahab Hosseini wins Best actor Award at Cannes Shahab Hosseini for the first time won Crystal Simorgh for Superstar'' movie in (2009) year.Shahab Hosseini in IMDBFestival Cannes 2016 – Shahab Hosseini In 2013, he made his movie directing debut.Iranian star Shahab Hosseini wins Best actor award at Action on Film Festival

Early life
Shahab Hosseini was born on 3 February 1974 in Tehran.",place of birth Whittier
2055,Q880811,1.0,"Early life

Family and background
thumb|left|250px|Morton's house in Centerville

Morton was an Indiana native born in Wayne County near the small settlement of Salisbury on August 4, 1823, to James Throck and Sarah Miller Morton.Gugin and St. Clair, p. 140 His grandfather had shortened the family's surname, Throckmorton, to Morton, but the males in the family carried Throck as a middle name.",place of birth Würzburg
2056,Q1398086,1.0,"In 2015, he began casting esports events for Heroes of the Storm, including casting the world championships at Blizzcon 2015 and 2016.http://us.heroesofthestorm.com/esports/en/news/19919803

Personal life
Schenkhuizen was born in Nieuwegein on 11 May 1986 in a family of Dutch Indo descent.",place of birth Yiyang
2057,Q312901,1.0,"Born and raised in the Catalan village of La Pobla de Segur, Borrell, aeronautical engineer and economist by training as well as professor of mathematics, entered politics in the 1970s as PSOE member during Spain's transition to democracy, and went on to serve in several prominent positions during the governments of Felipe González, first within the Ministry of Economy and Finance as General Secretary for the Budget and Public Spending (1982–1984) and Secretary of State for Finance (1984–1991), then joining the Council of Ministers as Minister of Public Works and Transport (1991–1996).",place of birth Mahébourg
2058,Q312901,1.0,"Early life and career
Josep (or José) Borrell Fontelles was born on 24 April 1947 in the village of La Pobla de Segur, province of Lleida, near the Pyrenees, son of Joan Borrell (father) and Luisa Fontelles Doll (mother).",place of birth Wheaton
2059,Q22669663,1.0,"Early life
Born in Brussels to Zambian parents, Musonda started his career at Anderlecht's youth setup.",place of birth Geelong
2060,Q237499,1.0,"Tatum was born in Boulder, Colorado.",place of birth Saginaw
2061,Q231360,1.0,"Early life
Bell was born on 14 July 1868 in Washington New Hall – now known as Dame Margaret Hall – in Washington, County Durham, England to a family whose wealth ensured her education and enabled her travels.",place of birth Norris City
2062,Q1538405,1.0,"Early life
Ross was born in Rostrevor, County Down, Ireland, to Major David Ross, an officer in the Seven Years' War and his wife, Elizabeth Adderley, the maternal half-sister of James Caulfeild, 1st Earl of Charlemont.",place of birth Taipei
2063,Q1047220,1.0,"Amateur career
Born and raised in Santa Cruz, California, McGehee graduated from Soquel High School in Soquel, California, where he competed in baseball and basketball.",place of birth Hamelin
2064,Q402764,1.0,"Early life
Jason Clarke was born and brought up in Winton, Queensland.",place of birth Pinehurst
2065,Q538875,1.0,Marius George Țucudean (; born 30 April 1991) is a Romanian professional footballer who plays for Liga I club CFR Cluj and the Romania national team as a striker.,place of birth Reykjavík
2066,Q254032,1.0,"Early life 
Tokarczuk was born in Sulechów near Zielona Góra, in western Poland.",place of birth Warrington
2067,Q431666,1.0,"Nogiwa was born in Toyama, Toyama, and grew up in Suginami, Tokyo from the age of three.",place of birth Brandenburg an der Havel
2068,Q3099714,1.0,"Born in Ottawa, Trudeau attended Collège Jean-de-Brébeuf, graduated from McGill University in 1994, and then the University of British Columbia in 1998.",place of birth Binningen
2069,Q3099714,1.0,Justin Trudeau was born on Christmas Day 1971 at 9:27 pm EST at the Ottawa Civic Hospital.,place of birth Đồng Nai
2070,Q452765,1.0,"Early life and career
Earling Carothers Garrison was born in Denison, Iowa.",place of birth Brighton
2071,Q384967,1.0,"Fernando Franco de Ornelas (born 29 July 1976 in Caracas), is a retired Venezuelan football player.",place of birth Pontefract
2072,Q312513,1.0,"Early life
Holden was born in Cults, Aberdeen, Scotland, and grew up in Sugar Land, Texas, after moving there with his family at age 10.",place of birth Paradise Valley
2073,Q7449,1.0,"Life and career 

Early life
Mitnick was born in Van Nuys, California, on August 6, 1963.",place of birth Fairfield
2074,Q55777344,1.0,"Born and brought up in Guwahati, she began playing badminton at the age of seven, and trained at the Assam Badminton Academy under Indonesian coach Edwin Iriawan and India’s Suranjan Bhobora, she was also coached by Pullela Gopichand for the asian games.",place of birth Guatemala City
2075,Q2895436,1.0,"Early and personal life
Gibson was born in Nunthorpe, North Yorkshire, and attended Nunthorpe School and Yarm School.",place of birth East Baton Rouge Parish
2076,Q275117,1.0,"She announced her retirement as CEO on May 21, 2009 prior to the company's annual shareholder meeting.http://www.rnews.com/Story_2004.cfm?ID=72467&rnews_story_type=18&category=10

Early life and education
Mulcahy was born in Rockville Centre, New York on October 21, 1952.",place of birth São Paulo
2077,Q367717,1.0,"Biography
Scott was born in Oxton, Cheshire to a shipper and scholar of Greek and Hebrew, and Mary Scott (née Griffiths), an amateur pianist.",place of birth Arguineguín
2078,Q1151944,1.0,"Birth and family
Mary-Kate Olsen was born in Sherman Oaks, California, the daughter of Jarnette ""Jarnie"" (née Jones; b.",place of birth Munhall
2079,Q434803,1.0,"Jiang Yanjiao (; born 26 June 1986), is a Chinese badminton player from Changzhou.",place of birth Campbell
2080,Q222134,1.0,"In 1952, ten years after Ted was born, the family moved to southwest suburban Evergreen Park, Illinois; Ted transferred to Evergreen Park Central Junior High School.",place of birth Odivelas
2081,Q924898,1.0,"Early life and military career
William Hood Simpson was born on May 18, 1888, at Weatherford, Texas, the son of Edward J. Simpson, a rancher, and his wife Elizabeth  Hood, the daughter of Judge A. J.",place of birth Calgary
2082,Q2583850,1.0,"Sauldsberry was born in Winnsboro, Louisiana and graduated from Compton Union High School, where he was the star of his basketball team, and then went on to attend Texas Southern University.",place of birth Hampstead
2083,Q311293,1.0,"Born in Floresville, Texas, Connally pursued a legal career after graduating from the University of Texas at Austin.",place of birth Dresden
2084,Q311293,1.0,"Early life and education
Connally was born on February 27, 1917, into a large family in Floresville, the seat of Wilson County, southeast of San Antonio.",place of birth Changsha
2085,Q236846,1.0,"Early years
Panabaker was born in Orange, Texas, to Donna (née Mayock) and Harold Panabaker.",place of birth Glen Dale
2086,Q1633006,1.0,"Early life
Born in New Tredegar, Blake grew up in Phillipstown.",place of birth Freiberg
2087,Q220845,1.0,"Margaret of Valois was born on 14 May 1553, at the royal Château de Saint-Germain-en-Laye, the seventh child and third daughter of Henry II and Catherine de' Medici.Wellman, p. 277.",place of birth Knox County
2088,Q201381,1.0,"Club career
Anderlecht
Born in Uccle, Brussels, Kompany started his career at Anderlecht at the age of 17, winning several awards including the Belgian Golden Shoe and the Belgian Ebony Shoe.",place of birth Santa Monica
2089,Q716293,1.0,"""All About Health: The Feldenkrais Method  

Life
Moshé Pinchas Feldenkrais was born in 1904 to a Ukrainian Jewish family in the Russian Empire city of Slavuta (now in Ukraine) and grew up in Baranovichi, Belarus.",place of birth Utica
2090,Q863201,1.0,"Early life
thumb|Mitchell as Assistant Chief of Air Service (in non-regulation uniform)

Born in Nice, France to John L. Mitchell, a wealthy Wisconsin senator, and his wife Harriet Danforth (Becker), Mitchell grew up on an estate in what is now the Milwaukee suburb of West Allis, Wisconsin.",place of birth Riga
2091,Q26436152,1.0,"Early life and education
Yusuke Hatano was born in New Jersey, returned to Japan, and studied high school in Singapore and Malaysia.",place of birth Newton Valence
2092,Q934572,1.0,"Representing Scotland internationally he was Born in Newmarket, Suffolk.",place of birth Cheshire
2093,Q24632,1.0,"Born in Glasgow, Barrowman moved to the U.S. with his family in 1975.",place of birth Vendôme
2094,Q24632,1.0,"Early life
John Scot Barrowman was born in Glasgow on 11 March 1967, the youngest of three children.",place of birth Sursee
2095,Q363822,1.0,"Born in Clinton, South Carolina, Arthur Smith was a textile mill worker who became a celebrated and respected country music instrumental composer, guitarist, fiddler, and banjo player.",place of birth Denmark
2096,Q363822,1.0,"Early life
Arthur Smith was born in 1921 in Clinton, South Carolina, the son of Clayton Seymour Smith, a cotton mill worker, and his wife.",place of birth Tabanan
2097,Q77166,1.0,"Birth
Chlodwig was born at Rotenburg an der Fulda, in Hesse, a member of the princely House of Hohenlohe.",place of birth Guwahati
2098,Q229952,1.0,"Early life
Born in Ramsgate, Kent, Blethyn was the youngest of nine children in a Roman Catholic, working-class family.",place of birth Malibu
2099,Q169814,1.0,"Career
Early career
Rossi was born in Urbino, Marche and he was still a child when the family moved to Tavullia.",place of birth Whitefish Bay
2100,Q15999945,1.0,"Club career
Early career
Born in Soham, Cambridgeshire, Pope attended King's School in nearby Ely.",place of birth Vigo
2101,Q59779629,1.0,"Biography and career
Ichika Osaki was born in Kōchi Prefecture, Japan on December 2, 2000.",place of birth Shizuoka
2102,Q2322261,1.0,"Early life
Brydon was born on 3 May 1965 in Baglan, Glamorgan, Wales.",place of birth Kingston
2103,Q2322261,1.0,"He grew up in Baglan, with his younger brother Peter (born 1973).",place of birth Otley
2104,Q14257286,1.0,"Born in Agra, British India in 1941, his family migrated to settle in Karachi in 1947 where he went on to attain a commerce degree from the University of Karachi and later received an MBA from IBA.",place of birth Chitré
2105,Q14257286,1.0,"Personal life
Hussain hails from an Urdu-speaking family with roots in Agra, Uttar Pradesh, India, being born there before the partition but grew up in Karachi.",place of birth Augsburg
2106,Q1928986,1.0,"Biography 
Michael Redmond was born in 1963 in Santa Barbara, California, and began playing Go at age 11.",place of birth Tokushima
2107,Q1295870,1.0,"Biography
Early career
White was born in Memphis, Tennessee, on December 19, 1941.",place of birth Fuzhou
2108,Q204303,1.0,"Personal life
Savant was born and raised in Burbank, California.",place of birth Neagari
2109,Q9213275,1.0,Yang Qipeng (;  ; born 14 May 1987 in Tianjin) is a Chinese footballer who currently plays for Tianjin Teda in the Chinese Super League as a Goalkeeper.,place of birth Oak Park
2110,Q115853,1.0,"Early life and education 
Nechita was born in Vaslui, three months after her father, Niki, escaped from Communist Romania.",place of birth Richford
2111,Q155461,1.0,"Club career

Chelsea
Huth was born in Biesdorf, East Berlin, and played for local side VfB Fortuna Biesdorf and then the youth teams at 1.",place of birth Larne
2112,Q314436,1.0,"Early life
Bob Paisley was born on Thursday 23 January 1919, in the small County Durham coal mining village of Hetton-le-Hole which is seven miles from Sunderland.",place of birth Viseu
2113,Q3909869,1.0,"Club career
Born in Santo André, São Paulo, Naldo played for Cascavel CR, CA Linense and Oeste FC before moving to União São João EC in 2009, with his rights being owned by Traffic Group.",place of birth Elizabeth
2114,Q1179734,1.0,"Biography
Balfas was born in Krukut, Batavia (now Jakarta), Dutch East Indies, on 25 December 1922.",place of birth Seattle
2115,Q781889,1.0,"Early life
Morris was born in Crouch End, North London, and grew up in Muswell Hill.",place of birth Malta
2116,Q404098,1.0,"Career

Club career

Leeds United

2008–09 season
Born in Otley, West Yorkshire, White started his career at Leeds United in The Championship of the English Football League, joining their youth system in 2002, having attended the Brazilian Soccer Schools scheme for a number of years.",place of birth Petrópolis
2117,Q510514,1.0,"2 overall pick in the 1958 NBA draft from Indiana University;

Basketball career

A 6'8"" forward/center born in Ethel, Mississippi, Dees started his basketball career at Mount Carmel High School in Mount Carmel, Illinois,  where he was named an All-American his senior year.",place of birth Muskogee
2118,Q177681,1.0,"Early life and education
Morgan was born in Lexington, Kentucky, to Charlton Hunt Morgan and Ellen Key Howard Morgan.Sturtevant (1959), p283.",place of birth Pingyao
2119,Q955187,1.0,"Early life
Keble was born on 25 April 1792 in Fairford, Gloucestershire, where his father, also named John Keble, was vicar of Coln St. Aldwyns.",place of birth Barrow-in-Furness
2120,Q513054,1.0,"Vũ Thị Hoàng My (born 13 November 1988, in Đồng Nai Province) is a Vietnamese beauty queen, athlete, humanitarian activist, and filmmaker.",place of birth Surat
2121,Q505689,1.0,"Early life
Walker was born in Altoona, Pennsylvania, though some time during his childhood, he moved to Mechanicsburg, Pennsylvania, where he was raised.",place of birth Montreal
2122,Q504834,1.0,"Early life
Born in Medellín, Colombia, Castrillón Hoyos attended the seminaries in Antioquia and Santa Rosa de Osos before studying at the Pontifical Gregorian University in Rome.",place of birth Rolette
2123,Q234621,1.0,"Biography
Susanna Tamaro was born in a middle class family in Trieste.",place of birth Mito
2124,Q72795,1.0,"Life 

Born in Palermo, Sicily, on 3 April 1812, she was the eldest daughter of the future Louis-Philippe I, King of the French, and of his wife Maria Amalia of the Two Sicilies.",place of birth Fife
2125,Q3269439,1.0,"Early life
Juliette Magill Kinzie Gordon was born on October 31, 1860, in Savannah, Georgia.",place of birth Musashino
2126,Q6239346,1.0,"Life
Hind was born in Belfast, Ireland,Church of Ireland Overseas Missions on 17 February 1879.“Who was Who” 1897–1990 London, A & C Black 1991  His grandfather William Marsden Hind (1815–1894) was an archaeologist and botanist.",place of birth Toulouse
2127,Q346451,1.0,"Early life

Persoon was born in South Africa at the Cape of Good Hope, the third child of an immigrant Pomeranian father and Dutch mother.Chater A.O., Brummitt, R.K. (1966).",place of birth Poland
2128,Q1366463,1.0,"Xavier Le Pichon (born 18 June 1937 in Qui Nhơn, French protectorate of Annam (today Vietnam)) is a French geophysicist.",place of birth Silver Spring
2129,Q16855376,1.0,"Early life
Van Niekerk was born in Kraaifontein, Cape Town, to Wayne van Niekerk and sprinter Odessa Swarts.Wayde's Olympic glory: what his parents have to say, IOL He was born prematurely and needed a blood transfusion.",place of birth Xiamen
2130,Q16236978,1.0,"Early life
Haley Lu Richardson was born on March 7, 1995, in Phoenix, Arizona, the daughter of Valerie, a marketing and branding professional, and Forrest L. Richardson, a golf course architect.",place of birth Yukon
2131,Q60095,1.0,"Biography
 Early life and education 
Otto von Guericke was born to a patrician family of Magdeburg.",place of birth Englewood
2132,Q313376,1.0,"Biography 
210px|thumb

Born in Tourcoing (Nord), Roussel's earliest interest was not in music but mathematics.",place of birth Irvine
2133,Q363046,1.0,"Biography
Christian Mortensen was born the son of a tailor in the village of Skårup, near the city of Skanderborg, Denmark, on August 16, 1882.",place of birth Fullerton
2134,Q117371,1.0,"Early life 
Aristides de Sousa Mendes was born in Cabanas de Viriato, in Carregal do Sal, in the district of Viseu, Centro Region of Portugal, on July 19, 1885, shortly after midnight.",place of birth Sora
2135,Q92646,1.0,"Biography
Holland was born in Fort Wayne, Indiana, in 1929.",place of birth Orsett
2136,Q6543517,1.0,"Fladimir da Cruz Freitas, better known as Lico (, Lico; born January 20, 1974 in Brazil), is a retired Brazilian footballer who is now the Head coach for the Campeonato Brasileiro Série D club Cerâmica.",place of birth Denison
2137,Q230299,1.0,"Early life
thumb|left|Nellie Bly working in a factory producing boxes

Elizabeth Jane Cochran was born May 5, 1864, in ""Cochran's Mills"", now part of the Pittsburgh suburb of Burrell Township, Armstrong County, Pennsylvania.",place of birth Plzeň
2138,Q5544545,1.0,"Biography

Early years
George Shuffler was born in Valdese, North Carolina, United States, on April 11, 1925.",place of birth South Carolina
2139,Q8922763,1.0,"Early life and education
Natale Hans Bellocchi was born into an ethnic Italian family in 1926 in Little Falls, New York; his parents were Pietro and Marianna (Fenni) Bellocchi.",place of birth Rochefort
2140,Q312944,1.0,"Life
Tarr was born in Pécs, but grew up in Budapest.",place of birth Buenos Aires
2141,Q5019230,1.0,"Life and works 
Born in Bloomfield, New Jersey in 1820, C. C. Baldwin received his high school education at the Bloomfield Academy at the foot of ""the Green"" where he was also an assistant teacher.",place of birth Missouri
2142,Q264426,1.0,"Early life and education
Bone was born in 1952 in Billericay and educated at Westcliff High School for Boys until 1971 then Chart Tutors – now part of Kaplan – till 1974.

Business career
Bone qualified as a chartered accountant in 1976.",place of birth Lyon
2143,Q981821,1.0,"Early life
Gorman was born in Hollywood, California, to English parents.",place of birth Elizabeth
2144,Q271424,1.0,"Life and career
Goldstein was born in Kingstree, South Carolina, the son of Fannie (Alpert) and Isadore E. Goldstein, who owned a clothing store.",place of birth Tainan Prefecture
2145,Q15912229,1.0,"Early life and education
Chiu Kun-liang was born on 13 February 1949, and raised in Nanfang-ao, a fishing port in Su'ao.",place of birth France
2146,Q1608665,1.0,"Personal life
David Fumero was born on December 29, 1972 in Havana, Cuba.",place of birth Lenawee County
2147,Q21060390,1.0,"Early life 
Cha Eun-woo was born on March 30, 1997, in Gunpo, Gyeonggi Province.",place of birth Bloomfield
2148,Q333595,1.0,"Early life
Montalbán was born on 25 November 1920 in Mexico City and grew up in Torreón, the son of Spanish immigrants Ricarda Merino Jiménez and Genaro Balbino Montalbán Busano, a store manager, who raised him as a Catholic.",place of birth Su'ao
2149,Q4176102,1.0,"Professional career
González was born in Maracaibo, Zulia State.",place of birth Heiden
2150,Q231751,1.0,"Early life
Katherine Victoria Litwack was born on June 13, 1986 in Bryn Mawr, Pennsylvania.",place of birth Rijeka
2151,Q422969,1.0,"Personal life
Sushil Koirala was born to Bodh Prasad Koirala and Kuminidi Koirala on 12 August 1939 in Biratnagar, second-largest city of Nepal.",place of birth Burnham Thorpe
2152,Q4117273,1.0,"Life
Liu was born in Huangpi District of Wuhan city, Hubei in November 1922.",place of birth Cologny
2153,Q1373770,1.0,"He was born in Manila on August 20, 1939.",place of birth Bordeaux
2154,Q1170430,1.0,"High school career
Curry was born in Pleasant Grove, North Carolina to father Leon and mother Connie Curry.",place of birth Gijón
2155,Q5619604,1.0,"Guo Lanying (; born December 1929 in Pingyao, Shanxi) is a noted Chinese operatic soprano best known for singing patriotic songs such as ""My Motherland"" (1956) and ""Nanniwan"" (1943).",place of birth Hetton-le-Hole
2156,Q5619604,1.0,"She was born into a poor family in Pingyao, central Shanxi, and began studying Shanxi bangzi, a form of local opera, at the age of six.",place of birth Coventry
2157,Q116161,1.0,"Club career 
Born in Oulu, Hurme, a right back, started his career at OLS Oulu and AC Oulu,
before moving to Veikkausliiga club RoPS for the 2005 season.",place of birth Augusta
2158,Q768465,1.0,"Biography
Childhood
Cyrus Scofield was born in Clinton Township, Lenawee County, Michigan, the seventh and last child of Elias and Abigail Goodrich Scofield.",place of birth Fordingbridge
2160,Q2447742,1.0,"Club career
Early career
Born in Waterford, County Waterford, Murphy played youth football for local side Southend United before joining English club Luton Town on 14 November 2000.",place of birth Feeding Hills
2161,Q938224,1.0,"Early life and career
 Family 
Muscat was born on 22 January 1974, in Pietà, Malta, to a Burmarrad family.",place of birth Aberdeen
2162,Q7365015,1.0,"E. Ambassador Ron Keller of the Netherlands presents his credentials to Chinese President Xi Jinping

Ron Keller (born 27 March 1958)Rusprix Award 2016 is a Dutch diplomat,who was Dutch ambassador to China and Mongolia between 2015 and 2017.",place of birth Orillia
2163,Q5237788,1.0,"Early life 
David Muir was born to a Roman Catholic family in Syracuse, New York, grew up in Onondaga Hill, and is fluent in Spanish.",place of birth Shōwa-ku
2164,Q47548,1.0,"Early career
Born in L'Hospitalet de Llobregat, Barcelona, Catalonia, Valdés started his career with FC Barcelona's youth team when he joined from Peña Cinco Copas on 1 July 1992.",place of birth Richford
2165,Q470779,1.0,"Early life
Kinji Fukasaku was born in 1930 in Mito, Ibaraki Prefecture as the youngest of five children.",place of birth Palace of Placentia
2166,Q317807,1.0,"Early life
Irwin was born and raised in Cork, County Cork and was educated at Togher Boys' National School and Coláiste Chríost Rí.",place of birth Langkat
